Feature,Split,Model,Mean_Abs_SHAP
"Weapon_Blunt object - hammer, club, etc",5,Random Forest,0.00010213742761552265
Weapon_Drowning,5,Random Forest,4.617961460345361e-06
Weapon_Explosives,5,Random Forest,1.4345392168211734e-06
Weapon_Fire,5,Random Forest,0.0001245287542517648
"Weapon_Firearm, type not stated",5,Random Forest,0.009917349831483162
"Weapon_Handgun - pistol, revolver, etc",5,Random Forest,0.0019972479997059827
Weapon_Knife or cutting instrument,5,Random Forest,0.004907032033022325
"Weapon_Narcotics or drugs, sleeping pills",5,Random Forest,6.261521009965688e-06
Weapon_Other gun,5,Random Forest,3.579019837165018e-05
Weapon_Other or type unknown,5,Random Forest,0.0018825234643136072
"Weapon_Personal weapons, includes beating",5,Random Forest,0.0018668048668937674
Weapon_Poison - does not include gas,5,Random Forest,9.335866961367709e-07
Weapon_Pushed or thrown out window,5,Random Forest,5.269008690131496e-07
Weapon_Rifle,5,Random Forest,0.0008083739730603132
Weapon_Shotgun,5,Random Forest,0.0012189733241619323
Weapon_Strangulation - hanging,5,Random Forest,0.00037701975327473163
Weapon_Weapon Not Reported,5,Random Forest,3.185656870991209e-05
Circumstance_All other manslaughter by negligence,5,Random Forest,3.2054077959584003e-06
Circumstance_All suspected felony type,5,Random Forest,0.004086546170465089
Circumstance_Argument over money or property,5,Random Forest,0.0030573014468860474
Circumstance_Arson,5,Random Forest,0.00016887997604266497
Circumstance_Brawl due to influence of alcohol,5,Random Forest,0.002833650347959702
Circumstance_Brawl due to influence of narcotics,5,Random Forest,5.549776327882119e-05
Circumstance_Burglary,5,Random Forest,5.693320551848417e-05
Circumstance_Child killed by babysitter,5,Random Forest,3.5450643132896894e-05
Circumstance_Circumstances undetermined,5,Random Forest,0.08525104773045507
Circumstance_Felon killed by police,5,Random Forest,0.002184158936308984
Circumstance_Felon killed by private citizen,5,Random Forest,0.004014888254784693
Circumstance_Gambling,5,Random Forest,1.0327615004018953e-05
Circumstance_Gangland killings,5,Random Forest,0.00011692527045634881
Circumstance_Institutional killings,5,Random Forest,2.0589079618115307e-06
Circumstance_Juvenile gang killings,5,Random Forest,0.002193066927076924
Circumstance_Larceny,5,Random Forest,2.994801775459357e-06
Circumstance_Lovers triangle,5,Random Forest,0.002941012524025469
Circumstance_Motor vehicle theft,5,Random Forest,1.954493511061828e-06
Circumstance_Narcotic drug laws,5,Random Forest,0.0015770536013922677
Circumstance_Other,5,Random Forest,0.013713713326586113
Circumstance_Other - not specified,5,Random Forest,0.0013897364669721636
Circumstance_Other arguments,5,Random Forest,0.06861447582967788
Circumstance_Other negligent handling of gun,5,Random Forest,3.5126486550323286e-07
Circumstance_Other sex offense,5,Random Forest,1.9185486876722274e-06
Circumstance_Prostitution and commercialized vice,5,Random Forest,2.4315928741364294e-06
Circumstance_Rape,5,Random Forest,9.64561426621084e-05
Circumstance_Robbery,5,Random Forest,0.002144631750967623
Circumstance_Sniper attack,5,Random Forest,2.276131069247989e-06
Year,5,XGBoost,0.1908295452594757
VicAge,5,XGBoost,0.11796906590461731
VicCount,5,XGBoost,0.03348715230822563
OffCount,5,XGBoost,0.456521600484848
Monthly_Overlap,5,XGBoost,0.1201174408197403
FTSWORN,5,XGBoost,0.07211150974035263
PTSWORN,5,XGBoost,0.010095864534378052
TOTFTEMP,5,XGBoost,0.03435322642326355
OPBUDGET,5,XGBoost,0.0723881870508194
DET_SWN,5,XGBoost,0.05450085923075676
PERS_TRN_ACAD,5,XGBoost,0.06344887614250183
PERS_TRN_INSVC,5,XGBoost,0.03479119390249252
PERS_EDU_MIN,5,XGBoost,0.014622407034039497
PovertyRate,5,XGBoost,0.04886600002646446
UnemploymentRate,5,XGBoost,0.11007273942232132
State_Alabama,5,XGBoost,0.007147809024900198
State_Alaska,5,XGBoost,0.0
State_Arizona,5,XGBoost,0.0020014899782836437
State_Arkansas,5,XGBoost,0.00442906329408288
State_California,5,XGBoost,0.12369301170110703
State_Colorado,5,XGBoost,0.004793287254869938
State_Connecticut,5,XGBoost,0.0010416590375825763
State_Delaware,5,XGBoost,0.0021163783967494965
State_District of Columbia,5,XGBoost,0.010720422491431236
State_Florida,5,XGBoost,0.010136747732758522
State_Georgia,5,XGBoost,0.00553144933655858
State_Hawaii,5,XGBoost,0.0
State_Idaho,5,XGBoost,0.0006142514175735414
State_Illinois,5,XGBoost,0.003664432093501091
State_Indiana,5,XGBoost,0.0027571318205446005
State_Iowa,5,XGBoost,0.0012805124279111624
State_Kansas,5,XGBoost,0.004294040147215128
State_Kentucky,5,XGBoost,0.0018745706183835864
State_Louisiana,5,XGBoost,0.0041364883072674274
State_Maine,5,XGBoost,0.0005308797699399292
State_Maryland,5,XGBoost,0.00011060394899686798
State_Massachusetts,5,XGBoost,0.0018117186846211553
State_Michigan,5,XGBoost,0.0056091491132974625
State_Minnesota,5,XGBoost,0.0018509830115363002
State_Mississippi,5,XGBoost,0.007536160759627819
State_Missouri,5,XGBoost,0.0018521436722949147
State_Montana,5,XGBoost,0.00017814979946706444
State_Nebraska,5,XGBoost,0.0005520934937521815
State_Nevada,5,XGBoost,0.003253613831475377
State_New Hampshire,5,XGBoost,0.0
State_New Jersey,5,XGBoost,0.002466636709868908
State_New Mexico,5,XGBoost,0.002035970101132989
State_New York,5,XGBoost,0.011017092503607273
State_North Carolina,5,XGBoost,0.0016476912423968315
State_North Dakota,5,XGBoost,0.00035190361086279154
State_Ohio,5,XGBoost,0.002279919106513262
State_Oklahoma,5,XGBoost,0.0009687635465525091
State_Oregon,5,XGBoost,6.87249776092358e-05
State_Pennsylvania,5,XGBoost,0.010205878876149654
State_Rhode Island,5,XGBoost,0.0
State_South Carolina,5,XGBoost,0.008518893271684647
State_South Dakota,5,XGBoost,0.0004618789243977517
State_Tennessee,5,XGBoost,0.013543561100959778
State_Texas,5,XGBoost,0.023222049698233604
State_Utah,5,XGBoost,0.0008341927896253765
State_Vermont,5,XGBoost,0.0
State_Virginia,5,XGBoost,0.010880991816520691
State_Washington,5,XGBoost,0.0026458401698619127
State_West Virginia,5,XGBoost,0.0036946674808859825
State_Wisconsin,5,XGBoost,0.001852379529736936
State_Wyoming,5,XGBoost,0.0003330973268020898
Agentype_County police,5,XGBoost,0.00047617917880415916
Agentype_Municipal police,5,XGBoost,0.03398057818412781
Agentype_Primary federal LE,5,XGBoost,0.0
Agentype_Primary state LE,5,XGBoost,0.0057367547415196896
Agentype_Regional police,5,XGBoost,0.0
Agentype_Sheriff,5,XGBoost,0.012856331653892994
Agentype_Special police,5,XGBoost,0.0
Agentype_Tribal,5,XGBoost,0.0
Month_April,5,XGBoost,0.0005124204908497632
Month_August,5,XGBoost,0.0006837258115410805
Month_December,5,XGBoost,0.023952865973114967
Month_February,5,XGBoost,0.004540888126939535
Month_January,5,XGBoost,0.004551967605948448
Month_July,5,XGBoost,0.0005821453523822129
Month_June,5,XGBoost,0.0005155452527105808
Month_March,5,XGBoost,0.004510789643973112
Month_May,5,XGBoost,0.002535013947635889
Month_November,5,XGBoost,0.01564222387969494
Month_October,5,XGBoost,0.006933106109499931
Month_September,5,XGBoost,0.002613098593428731
VicSex_Female,5,XGBoost,0.1405830681324005
VicSex_Male,5,XGBoost,0.006929025985300541
VicSex_Unknown,5,XGBoost,0.0006134723080322146
VicRace_American Indian or Alaskan Native,5,XGBoost,5.031493856222369e-05
VicRace_Asian,5,XGBoost,0.00020226648484822363
VicRace_Black,5,XGBoost,0.039001137018203735
VicRace_Native Hawaiian or Pacific Islander,5,XGBoost,0.0
VicRace_Unknown,5,XGBoost,0.002302617533132434
VicRace_White,5,XGBoost,0.04293465241789818
Weapon_Asphyxiation - includes death by gas,5,XGBoost,0.0014195393305271864
"Weapon_Blunt object - hammer, club, etc",5,XGBoost,0.006906012538820505
Weapon_Drowning,5,XGBoost,0.00038428170955739915
Weapon_Explosives,5,XGBoost,0.00030104813049547374
Weapon_Fire,5,XGBoost,0.0006976138683967292
"Weapon_Firearm, type not stated",5,XGBoost,0.10771321505308151
"Weapon_Handgun - pistol, revolver, etc",5,XGBoost,0.026479626074433327
Weapon_Knife or cutting instrument,5,XGBoost,0.0875910297036171
"Weapon_Narcotics or drugs, sleeping pills",5,XGBoost,0.0004980677040293813
Weapon_Other gun,5,XGBoost,0.0060080247931182384
Weapon_Other or type unknown,5,XGBoost,0.05196681246161461
"Weapon_Personal weapons, includes beating",5,XGBoost,0.027003129944205284
Weapon_Poison - does not include gas,5,XGBoost,0.00018250069115310907
Weapon_Pushed or thrown out window,5,XGBoost,0.00011899573291884735
Weapon_Rifle,5,XGBoost,0.027449537068605423
Weapon_Shotgun,5,XGBoost,0.0374273918569088
Weapon_Strangulation - hanging,5,XGBoost,0.008666528388857841
Weapon_Weapon Not Reported,5,XGBoost,0.0019669844768941402
Circumstance_All other manslaughter by negligence,5,XGBoost,0.0020165713503956795
Circumstance_All suspected felony type,5,XGBoost,0.05325170233845711
Circumstance_Argument over money or property,5,XGBoost,0.053097695112228394
Circumstance_Arson,5,XGBoost,0.009451190941035748
Circumstance_Brawl due to influence of alcohol,5,XGBoost,0.044757746160030365
Circumstance_Brawl due to influence of narcotics,5,XGBoost,0.004453808069229126
Circumstance_Burglary,5,XGBoost,0.003553544171154499
Circumstance_Child killed by babysitter,5,XGBoost,0.004210548009723425
Circumstance_Circumstances undetermined,5,XGBoost,0.7382543683052063
Circumstance_Felon killed by police,5,XGBoost,0.056059759110212326
Circumstance_Felon killed by private citizen,5,XGBoost,0.0695628747344017
Circumstance_Gambling,5,XGBoost,0.0030007187742739916
Circumstance_Gangland killings,5,XGBoost,0.010871647857129574
Circumstance_Institutional killings,5,XGBoost,0.0014245808124542236
Circumstance_Juvenile gang killings,5,XGBoost,0.028583604842424393
Circumstance_Larceny,5,XGBoost,0.0010345602640882134
Circumstance_Lovers triangle,5,XGBoost,0.056045643985271454
Circumstance_Motor vehicle theft,5,XGBoost,2.8027130611008033e-05
Circumstance_Narcotic drug laws,5,XGBoost,0.018630294129252434
Circumstance_Other,5,XGBoost,0.08272591233253479
Circumstance_Other - not specified,5,XGBoost,0.028133822605013847
Circumstance_Other arguments,5,XGBoost,0.4629698097705841
Circumstance_Other negligent handling of gun,5,XGBoost,0.0006354423821903765
Circumstance_Other sex offense,5,XGBoost,0.0009341216646134853
Circumstance_Prostitution and commercialized vice,5,XGBoost,1.672229336691089e-05
Circumstance_Rape,5,XGBoost,0.0021117303986102343
Circumstance_Robbery,5,XGBoost,0.0427759513258934
Circumstance_Sniper attack,5,XGBoost,0.0011791260913014412
Year,6,Random Forest,0.004761055072284123
VicAge,6,Random Forest,0.004731392838887145
VicCount,6,Random Forest,0.0006412931259359126
OffCount,6,Random Forest,0.036737026106693584
Monthly_Overlap,6,Random Forest,0.02189311490655766
FTSWORN,6,Random Forest,0.007602432465558986
PTSWORN,6,Random Forest,0.0008838208507171729
TOTFTEMP,6,Random Forest,0.010532406776145534
OPBUDGET,6,Random Forest,0.011026014187667636
DET_SWN,6,Random Forest,0.008954978840104412
PERS_TRN_ACAD,6,Random Forest,0.00384962382870974
PERS_TRN_INSVC,6,Random Forest,0.0022678669026823207
PERS_EDU_MIN,6,Random Forest,0.0013012824662450902
PovertyRate,6,Random Forest,0.002639553759479847
UnemploymentRate,6,Random Forest,0.013778283497123144
State_Alabama,6,Random Forest,7.456697929332788e-05
State_Alaska,6,Random Forest,3.233263958524779e-06
State_Arizona,6,Random Forest,3.984669030293045e-05
State_Arkansas,6,Random Forest,6.114331523799026e-05
State_California,6,Random Forest,0.00727680418230371
State_Colorado,6,Random Forest,4.764944671777528e-05
State_Connecticut,6,Random Forest,2.991825828735743e-05
State_Delaware,6,Random Forest,2.8406404911089043e-06
State_District of Columbia,6,Random Forest,0.0005264463664211988
State_Florida,6,Random Forest,0.0005197090821549694
State_Georgia,6,Random Forest,9.680073509642945e-05
State_Hawaii,6,Random Forest,5.293739662341452e-06
State_Idaho,6,Random Forest,1.9041575630532406e-05
State_Illinois,6,Random Forest,0.00024013222728678564
State_Indiana,6,Random Forest,9.670234910525424e-05
State_Iowa,6,Random Forest,5.094983930646277e-06
State_Kansas,6,Random Forest,2.1375084404338937e-05
State_Kentucky,6,Random Forest,1.1397302187780588e-05
State_Louisiana,6,Random Forest,6.309135541935994e-05
State_Maine,6,Random Forest,6.255157065686767e-07
State_Maryland,6,Random Forest,0.00011408820142832302
State_Massachusetts,6,Random Forest,2.4208218618814145e-05
State_Michigan,6,Random Forest,0.00011272371012512468
State_Minnesota,6,Random Forest,1.1737023010417273e-05
State_Mississippi,6,Random Forest,9.082653814064668e-05
State_Missouri,6,Random Forest,0.00014924960685896592
State_Montana,6,Random Forest,1.5841927060426386e-06
State_Nebraska,6,Random Forest,2.648440889126711e-06
State_Nevada,6,Random Forest,3.263579442763754e-05
State_New Hampshire,6,Random Forest,8.780599383219226e-07
State_New Jersey,6,Random Forest,0.00018509923240007126
State_New Mexico,6,Random Forest,1.5070602487037305e-05
State_New York,6,Random Forest,0.0012924647024877107
State_North Carolina,6,Random Forest,0.00010106933279027313
State_North Dakota,6,Random Forest,3.7258184947465286e-06
State_Ohio,6,Random Forest,3.983118101493881e-05
State_Oklahoma,6,Random Forest,1.3288041035527497e-05
State_Oregon,6,Random Forest,3.9277340832159525e-06
State_Pennsylvania,6,Random Forest,0.00013444400053983044
State_Rhode Island,6,Random Forest,3.269134652919737e-06
State_South Carolina,6,Random Forest,0.0004357730011410032
State_South Dakota,6,Random Forest,1.9453723499244374e-06
State_Tennessee,6,Random Forest,0.0005658147090550098
State_Texas,6,Random Forest,0.0017121428676278756
State_Utah,6,Random Forest,1.2326747628861773e-05
State_Vermont,6,Random Forest,2.9106920799171365e-07
State_Virginia,6,Random Forest,0.00010531386315520521
State_Washington,6,Random Forest,2.372632371451713e-05
State_West Virginia,6,Random Forest,2.9596858134807024e-05
State_Wisconsin,6,Random Forest,2.8201063494795796e-05
State_Wyoming,6,Random Forest,9.294111936593745e-07
Agentype_County police,6,Random Forest,8.466386728058859e-05
Agentype_Municipal police,6,Random Forest,0.005255455985436288
Agentype_Primary federal LE,6,Random Forest,1.2333357433159427e-06
Agentype_Primary state LE,6,Random Forest,0.00021565396480538812
Agentype_Regional police,6,Random Forest,2.47662787720767e-07
Agentype_Sheriff,6,Random Forest,0.0037817522224819805
Agentype_Special police,6,Random Forest,2.5804856977093564e-06
Agentype_Tribal,6,Random Forest,1.5199612056220335e-06
Month_April,6,Random Forest,3.8541378589613526e-05
Month_August,6,Random Forest,3.227468052658922e-05
Month_December,6,Random Forest,9.898021743767572e-05
Month_February,6,Random Forest,5.585486533476e-05
Month_January,6,Random Forest,5.642983327763033e-05
Month_July,6,Random Forest,2.870374730344992e-05
Month_June,6,Random Forest,2.5586868220686547e-05
Month_March,6,Random Forest,3.0327653667530405e-05
Month_May,6,Random Forest,3.499307276625855e-05
Month_November,6,Random Forest,9.396239075330839e-05
Month_October,6,Random Forest,3.153114413066708e-05
Month_September,6,Random Forest,3.9331727422135073e-05
VicSex_Female,6,Random Forest,0.008055948712181233
VicSex_Male,6,Random Forest,0.006012719664737131
VicSex_Unknown,6,Random Forest,6.110009452037905e-06
VicRace_American Indian or Alaskan Native,6,Random Forest,1.0627408498943546e-05
VicRace_Asian,6,Random Forest,1.8232652625384233e-05
VicRace_Black,6,Random Forest,0.0054778886266188395
VicRace_Native Hawaiian or Pacific Islander,6,Random Forest,9.19180237294662e-07
VicRace_Unknown,6,Random Forest,2.5693037763115795e-05
VicRace_White,6,Random Forest,0.006271867336354877
Weapon_Asphyxiation - includes death by gas,6,Random Forest,6.625053368994181e-06
"Weapon_Blunt object - hammer, club, etc",6,Random Forest,9.116612169359344e-05
Weapon_Drowning,6,Random Forest,3.6590322682847502e-06
Weapon_Explosives,6,Random Forest,1.3525898040091226e-06
Weapon_Fire,6,Random Forest,7.465912300820573e-05
"Weapon_Firearm, type not stated",6,Random Forest,0.010433174667587352
"Weapon_Handgun - pistol, revolver, etc",6,Random Forest,0.0014381190220630403
Weapon_Knife or cutting instrument,6,Random Forest,0.005941621207292356
"Weapon_Narcotics or drugs, sleeping pills",6,Random Forest,6.073739562500521e-06
Weapon_Other gun,6,Random Forest,5.42814320228342e-05
Weapon_Other or type unknown,6,Random Forest,0.0018758914025319312
"Weapon_Personal weapons, includes beating",6,Random Forest,0.001902575235323188
Weapon_Poison - does not include gas,6,Random Forest,9.993529082182732e-07
Weapon_Pushed or thrown out window,6,Random Forest,6.424346026414041e-07
Weapon_Rifle,6,Random Forest,0.0007013825233214144
Weapon_Shotgun,6,Random Forest,0.0012485464879715999
Weapon_Strangulation - hanging,6,Random Forest,0.0003715775444061989
Weapon_Weapon Not Reported,6,Random Forest,3.0470584192387663e-05
Circumstance_All other manslaughter by negligence,6,Random Forest,9.059618193539815e-06
Circumstance_All suspected felony type,6,Random Forest,0.00427059193659149
Circumstance_Argument over money or property,6,Random Forest,0.002845368305997567
Circumstance_Arson,6,Random Forest,0.00013111302433860988
Circumstance_Brawl due to influence of alcohol,6,Random Forest,0.002621668554265479
Circumstance_Brawl due to influence of narcotics,6,Random Forest,3.520697452036736e-05
Circumstance_Burglary,6,Random Forest,4.3439807239250375e-05
Circumstance_Child killed by babysitter,6,Random Forest,3.6235425642789164e-05
Circumstance_Circumstances undetermined,6,Random Forest,0.08058955442815037
Circumstance_Felon killed by police,6,Random Forest,0.002009424158851199
Circumstance_Felon killed by private citizen,6,Random Forest,0.00400822868063959
Circumstance_Gambling,6,Random Forest,2.354271875159981e-06
Circumstance_Gangland killings,6,Random Forest,0.00015386076949322787
Circumstance_Institutional killings,6,Random Forest,5.172165711148609e-06
Circumstance_Juvenile gang killings,6,Random Forest,0.002424777894578705
Circumstance_Larceny,6,Random Forest,1.5639239126961646e-06
Circumstance_Lovers triangle,6,Random Forest,0.0028824406641109416
Circumstance_Motor vehicle theft,6,Random Forest,1.970995589540243e-06
Circumstance_Narcotic drug laws,6,Random Forest,0.0011367146790611335
Circumstance_Other,6,Random Forest,0.013431673539079373
Circumstance_Other - not specified,6,Random Forest,0.00116294999636836
Circumstance_Other arguments,6,Random Forest,0.06308245807131496
Circumstance_Other negligent handling of gun,6,Random Forest,1.3843284130471464e-07
Circumstance_Other sex offense,6,Random Forest,3.3462913450630725e-06
Circumstance_Prostitution and commercialized vice,6,Random Forest,1.241324417502769e-06
Circumstance_Rape,6,Random Forest,0.00010285414894077477
Circumstance_Robbery,6,Random Forest,0.002518624559227091
Circumstance_Sniper attack,6,Random Forest,2.3148210665346762e-06
Year,6,XGBoost,0.18342281877994537
VicAge,6,XGBoost,0.11611958593130112
VicCount,6,XGBoost,0.03473067656159401
OffCount,6,XGBoost,0.46535423398017883
Monthly_Overlap,6,XGBoost,0.11297247558832169
FTSWORN,6,XGBoost,0.05527660623192787
PTSWORN,6,XGBoost,0.011150162667036057
TOTFTEMP,6,XGBoost,0.05924712494015694
OPBUDGET,6,XGBoost,0.05460304021835327
DET_SWN,6,XGBoost,0.05947316810488701
PERS_TRN_ACAD,6,XGBoost,0.06980954110622406
PERS_TRN_INSVC,6,XGBoost,0.03292156010866165
PERS_EDU_MIN,6,XGBoost,0.010094876401126385
PovertyRate,6,XGBoost,0.06086394190788269
UnemploymentRate,6,XGBoost,0.11667797714471817
State_Alabama,6,XGBoost,0.008205161429941654
State_Alaska,6,XGBoost,5.551350841415115e-05
State_Arizona,6,XGBoost,0.0015516683924943209
State_Arkansas,6,XGBoost,0.005545006133615971
State_California,6,XGBoost,0.12002222239971161
State_Colorado,6,XGBoost,0.0030696771573275328
State_Connecticut,6,XGBoost,0.0021456971298903227
State_Delaware,6,XGBoost,0.0016717619728296995
State_District of Columbia,6,XGBoost,0.010035613551735878
State_Florida,6,XGBoost,0.010815858840942383
State_Georgia,6,XGBoost,0.0073008774779737
State_Hawaii,6,XGBoost,0.0003312806074973196
State_Idaho,6,XGBoost,0.0008238531299866736
State_Illinois,6,XGBoost,0.004582415800541639
State_Indiana,6,XGBoost,0.00437904242426157
State_Iowa,6,XGBoost,0.0019523428054526448
State_Kansas,6,XGBoost,0.004535508807748556
State_Kentucky,6,XGBoost,0.0014937343075871468
State_Louisiana,6,XGBoost,0.002972087124362588
State_Maine,6,XGBoost,0.0005008219741284847
State_Maryland,6,XGBoost,0.0018596756272017956
State_Massachusetts,6,XGBoost,0.0012151545379310846
State_Michigan,6,XGBoost,0.005805561318993568
State_Minnesota,6,XGBoost,0.002320910105481744
State_Mississippi,6,XGBoost,0.005462803412228823
State_Missouri,6,XGBoost,0.0005981207941658795
State_Montana,6,XGBoost,0.0003002581070177257
State_Nebraska,6,XGBoost,0.0
State_Nevada,6,XGBoost,0.003349962178617716
State_New Hampshire,6,XGBoost,0.0
State_New Jersey,6,XGBoost,0.002350287279114127
State_New Mexico,6,XGBoost,0.0017661937745288014
State_New York,6,XGBoost,0.00973433256149292
State_North Carolina,6,XGBoost,0.0017750983824953437
State_North Dakota,6,XGBoost,0.0005229049711488187
State_Ohio,6,XGBoost,0.0013081103097647429
State_Oklahoma,6,XGBoost,0.001157048624008894
State_Oregon,6,XGBoost,8.084737055469304e-05
State_Pennsylvania,6,XGBoost,0.009776242077350616
State_Rhode Island,6,XGBoost,0.0
State_South Carolina,6,XGBoost,0.008241512812674046
State_South Dakota,6,XGBoost,0.0007466053939424455
State_Tennessee,6,XGBoost,0.013518479652702808
State_Texas,6,XGBoost,0.019471600651741028
State_Utah,6,XGBoost,0.0
State_Vermont,6,XGBoost,0.0
State_Virginia,6,XGBoost,0.010065260343253613
State_Washington,6,XGBoost,0.0013740474823862314
State_West Virginia,6,XGBoost,0.004125277511775494
State_Wisconsin,6,XGBoost,0.001549656968563795
State_Wyoming,6,XGBoost,0.00019169227743986994
Agentype_County police,6,XGBoost,0.0004925379762426019
Agentype_Municipal police,6,XGBoost,0.0163431316614151
Agentype_Primary federal LE,6,XGBoost,0.0
Agentype_Primary state LE,6,XGBoost,0.005089369602501392
Agentype_Regional police,6,XGBoost,0.0
Agentype_Sheriff,6,XGBoost,0.028591498732566833
Agentype_Special police,6,XGBoost,7.218316750368103e-05
Agentype_Tribal,6,XGBoost,3.254058538004756e-05
Month_April,6,XGBoost,0.00046580415801145136
Month_August,6,XGBoost,0.0002623509499244392
Month_December,6,XGBoost,0.023153292015194893
Month_February,6,XGBoost,0.0057459631934762
Month_January,6,XGBoost,0.004523820243775845
Month_July,6,XGBoost,0.00048349302960559726
Month_June,6,XGBoost,0.00033629825338721275
Month_March,6,XGBoost,0.001965249888598919
Month_May,6,XGBoost,0.00025134452152997255
Month_November,6,XGBoost,0.015315111726522446
Month_October,6,XGBoost,0.007336067501455545
Month_September,6,XGBoost,0.00451960414648056
VicSex_Female,6,XGBoost,0.14853602647781372
VicSex_Male,6,XGBoost,0.008922376669943333
VicSex_Unknown,6,XGBoost,0.0007985057309269905
VicRace_American Indian or Alaskan Native,6,XGBoost,0.00026961113326251507
VicRace_Asian,6,XGBoost,0.00032420753268525004
VicRace_Black,6,XGBoost,0.032938599586486816
VicRace_Native Hawaiian or Pacific Islander,6,XGBoost,0.0
VicRace_Unknown,6,XGBoost,0.0015730304876342416
VicRace_White,6,XGBoost,0.0547199472784996
Weapon_Asphyxiation - includes death by gas,6,XGBoost,0.0010713458759710193
"Weapon_Blunt object - hammer, club, etc",6,XGBoost,0.00579166179522872
Weapon_Drowning,6,XGBoost,7.835748692741618e-05
Weapon_Explosives,6,XGBoost,0.0003299749514553696
Weapon_Fire,6,XGBoost,0.0003834290546365082
"Weapon_Firearm, type not stated",6,XGBoost,0.10238784551620483
"Weapon_Handgun - pistol, revolver, etc",6,XGBoost,0.03325081989169121
Weapon_Knife or cutting instrument,6,XGBoost,0.09446663409471512
"Weapon_Narcotics or drugs, sleeping pills",6,XGBoost,0.0011148892808705568
Weapon_Other gun,6,XGBoost,0.005782648455351591
Weapon_Other or type unknown,6,XGBoost,0.047060202807188034
"Weapon_Personal weapons, includes beating",6,XGBoost,0.027744516730308533
Weapon_Poison - does not include gas,6,XGBoost,0.0001842844794737175
Weapon_Pushed or thrown out window,6,XGBoost,9.183139627566561e-05
Weapon_Rifle,6,XGBoost,0.02747308276593685
Weapon_Shotgun,6,XGBoost,0.03923569247126579
Weapon_Strangulation - hanging,6,XGBoost,0.007729976903647184
Weapon_Weapon Not Reported,6,XGBoost,0.0023605050519108772
Circumstance_All other manslaughter by negligence,6,XGBoost,0.0021177553571760654
Circumstance_All suspected felony type,6,XGBoost,0.050345901399850845
Circumstance_Argument over money or property,6,XGBoost,0.05583705008029938
Circumstance_Arson,6,XGBoost,0.006240671966224909
Circumstance_Brawl due to influence of alcohol,6,XGBoost,0.048720646649599075
Circumstance_Brawl due to influence of narcotics,6,XGBoost,0.005929769482463598
Circumstance_Burglary,6,XGBoost,0.001792056136764586
Circumstance_Child killed by babysitter,6,XGBoost,0.004337609279900789
Circumstance_Circumstances undetermined,6,XGBoost,0.7151636481285095
Circumstance_Felon killed by police,6,XGBoost,0.058993928134441376
Circumstance_Felon killed by private citizen,6,XGBoost,0.07269562780857086
Circumstance_Gambling,6,XGBoost,0.00328778475522995
Circumstance_Gangland killings,6,XGBoost,0.007776642218232155
Circumstance_Institutional killings,6,XGBoost,0.0022383618634194136
Circumstance_Juvenile gang killings,6,XGBoost,0.01764751970767975
Circumstance_Larceny,6,XGBoost,0.001355589716695249
Circumstance_Lovers triangle,6,XGBoost,0.060109782963991165
Circumstance_Motor vehicle theft,6,XGBoost,0.0011510926997289062
Circumstance_Narcotic drug laws,6,XGBoost,0.007013475988060236
Circumstance_Other,6,XGBoost,0.10880673676729202
Circumstance_Other - not specified,6,XGBoost,0.017260508611798286
Circumstance_Other arguments,6,XGBoost,0.4915755093097687
Circumstance_Other negligent handling of gun,6,XGBoost,0.0007733750389888883
Circumstance_Other sex offense,6,XGBoost,0.0013558666687458754
Circumstance_Prostitution and commercialized vice,6,XGBoost,0.0
Circumstance_Rape,6,XGBoost,0.0009263523388653994
Circumstance_Robbery,6,XGBoost,0.027390241622924805
Circumstance_Sniper attack,6,XGBoost,0.000777362089138478
Year,7,Random Forest,0.0038436659159530027
VicAge,7,Random Forest,0.00559513544000679
VicCount,7,Random Forest,0.000660723983250865
OffCount,7,Random Forest,0.034627840233464734
Monthly_Overlap,7,Random Forest,0.020952677688898337
FTSWORN,7,Random Forest,0.00705461544347325
PTSWORN,7,Random Forest,0.0007854086815423011
TOTFTEMP,7,Random Forest,0.011378964161416236
OPBUDGET,7,Random Forest,0.012386620702550028
DET_SWN,7,Random Forest,0.008662216898086092
PERS_TRN_ACAD,7,Random Forest,0.0037469721102235307
PERS_TRN_INSVC,7,Random Forest,0.0018821259619490756
PERS_EDU_MIN,7,Random Forest,0.0012999514854448182
PovertyRate,7,Random Forest,0.002487061615410598
UnemploymentRate,7,Random Forest,0.012625763950153286
State_Alabama,7,Random Forest,9.695584452022965e-05
State_Alaska,7,Random Forest,2.5590129475437655e-06
State_Arizona,7,Random Forest,8.714914685053915e-05
State_Arkansas,7,Random Forest,4.3221794299984786e-05
State_California,7,Random Forest,0.007031424959182145
State_Colorado,7,Random Forest,5.2641733421763086e-05
State_Connecticut,7,Random Forest,2.3854790396199763e-05
State_Delaware,7,Random Forest,2.8660564063858396e-06
State_District of Columbia,7,Random Forest,0.0005969915615808025
State_Florida,7,Random Forest,0.00043273975466148604
State_Georgia,7,Random Forest,0.00022185372178075416
State_Hawaii,7,Random Forest,4.747705482009263e-06
State_Idaho,7,Random Forest,1.157005065436265e-05
State_Illinois,7,Random Forest,0.0002716375418911344
State_Indiana,7,Random Forest,7.557779792412398e-05
State_Iowa,7,Random Forest,5.130392224507921e-06
State_Kansas,7,Random Forest,1.734101047646453e-05
